1003001500124,茶裏王青心烏龍無糖Pet-600mlx24,432,飲料零食,茶飲．咖啡,綠茶．烏龍茶．其他茶飲,烏龍茶,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwa2b6160b/images/large/1003001500124_NR_00.png?sw=300&bgcolor=FFFFFF,600ml毫升 x 1 x 24Bottle瓶

1508090200103,大漢非基改涼拌豆腐-3入,48,生鮮冷凍,奶蛋點心．人氣食品,雞蛋．豆製品,,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw57cce429/images/large/0170064.jpeg?sw=300&bgcolor=FFFFFF,300g克 x 1 x 3BOX盒

1220110400124,優活抽取式衛生紙 100抽,209,日用生活,衛生紙,抽取式．平板．滾筒,抽取,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw8c172025/images/large/0225484.jpeg?sw=300&bgcolor=FFFFFF,100PC抽 x 1 x 24PacK包

1220107700124,唯潔雅抽取式衛生紙100PCx24,209,日用生活,衛生紙,抽取式．平板．滾筒,抽取,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw49e64d5e/images/large/0275779.jpeg?sw=300&bgcolor=FFFFFF,100PC抽 x 1 x 24Box箱

1220110300124,倍潔雅抽取式衛生紙100PCx24,215,日用生活,衛生紙,抽取式．平板．滾筒,抽取,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw7f6243fe/images/large/1220110300124-1.png?sw=300&bgcolor=FFFFFF,100PC抽 x 1 x 24Bag包

1003101200104,泰山冰鎮檸檬紅茶Pet535ml,76,飲料零食,茶飲．咖啡,紅茶．花茶．水果茶,,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw8d76a051/images/large/1003101200104_NR_00.png?sw=300&bgcolor=FFFFFF,535ml毫升 x 1 x 4Bottle瓶

1003400200104,泰山冰鎮芭樂綠茶Pet535ml,76,飲料零食,茶飲．咖啡,紅茶．花茶．水果茶,,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw0f5edbc4/images/large/1003400200104_NR_00.png?sw=300&bgcolor=FFFFFF,535ml毫升 x 1 x 4Bottle瓶

1003004600104,光泉冷泡茶茶王烏龍585ml,72,飲料零食,茶飲．咖啡,綠茶．烏龍茶．其他茶飲,烏龍茶,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwf78e71f3/images/large/1003004600104.jpg?sw=300&bgcolor=FFFFFF,585ml毫升 x 1 x 4Bottle瓶

1003400700104,泰山冰鎮水果茶 535ml,76,飲料零食,茶飲．咖啡,紅茶．花茶．水果茶,,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwf7eda6ae/images/large/1003400700104_NR_00.png?sw=300&bgcolor=FFFFFF,535ml毫升 x 1 x 4Bottle瓶

1201125700101,莎啦莎啦沐浴乳補充包-玫瑰嫩白-800g,75,美妝個清,個人清潔,沐浴用品,沐浴乳,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw715d5654/images/large/0214803.jpeg?sw=300&bgcolor=FFFFFF,800g克 x 1 x 1Pack包

1201117800101,美琪抗菌沐浴乳680ml(杏桃花與蜂蜜),139,美妝個清,個人清潔,沐浴用品,沐浴乳,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw4412b260/images/large/0216164.jpeg?sw=300&bgcolor=FFFFFF,680ml毫升 x 1 x 1PC瓶

